College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Salary
CLG0043,95,9.42,9.56,1,No,10,7,2,No,657138.9031781277
CLG0054,101,9.85,10.22,5,No,2,2,4,No,722658.7312257015
CLG0021,64,8.58,8.74,8,Yes,6,6,5,No,556888.6334514861
CLG0015,72,8.41,8.75,7,No,5,10,0,No,603376.8928459603
CLG0092,109,7.8,7.77,7,No,0,8,1,No,598347.6003980375
CLG0038,115,5.63,5.85,2,No,9,7,3,No,485903.1631115275
CLG0023,86,5.95,6.43,1,No,4,6,5,No,479884.66893292574
CLG0091,96,6.45,6.1,4,Yes,3,8,0,No,516231.9567352521
CLG0083,104,9.45,9.88,8,No,1,2,1,No,714518.0661456196
CLG0080,110,5.86,5.88,1,Yes,0,4,3,No,521676.5967709835
CLG0076,69,9.61,9.75,2,No,6,4,0,No,624388.6836276683
CLG0051,86,7.61,7.99,7,Yes,6,7,0,No,572372.1267527306
CLG0023,95,8.58,8.49,5,No,5,7,5,No,612813.4439540042
CLG0051,110,5.55,5.47,6,Yes,4,3,2,No,501938.8675967727
CLG0071,137,6.35,6.38,8,No,8,4,5,No,588761.1926834675
CLG0046,96,9.79,9.31,9,No,1,1,0,No,663510.2782785743
CLG0094,78,6.33,6.33,8,No,10,8,5,No,457351.56543575804
CLG0061,106,6.48,6.27,1,No,10,4,5,No,511926.3048187829
CLG0016,119,5.99,6.42,4,No,2,5,5,No,548347.8103421957
CLG0060,101,5.65,5.24,5,No,8,5,1,No,468041.6990920006
CLG0032,86,6.17,6.13,9,No,1,1,2,No,474522.4224557308
CLG0041,114,8.21,8.66,6,No,2,1,0,No,653609.3878394848
CLG0060,109,7.28,7.68,6,No,5,7,2,No,602441.5672343345
CLG0021,84,7.77,7.97,3,No,9,1,3,No,577832.0189194697
CLG0068,105,5.61,5.7,2,No,6,9,1,No,485012.104097149
CLG0007,114,9.01,8.79,2,No,1,6,3,Yes,661418.2805156838
CLG0091,117,8.92,8.79,7,Yes,7,1,1,No,674570.1030212095
CLG0070,99,5.11,4.7,5,No,8,1,4,No,424959.2039292547
CLG0020,94,6.92,7.21,10,No,0,5,3,No,555005.0199028576
CLG0044,118,5.34,5.16,1,Yes,5,3,4,No,507343.31139269605
CLG0044,81,8.96,9.13,5,No,3,8,5,Yes,616158.0850235089
CLG0012,106,8.69,8.55,1,No,9,8,2,Yes,644314.6352039578
CLG0059,79,9.51,9.47,9,No,10,10,3,Yes,625282.8118862135
CLG0078,115,6.18,6.24,8,Yes,9,8,0,No,545387.4548376016
CLG0034,96,7.28,7.58,4,Yes,4,6,5,No,559735.5409445887
CLG0044,119,5.92,5.63,1,No,5,5,1,No,519701.15971246554
CLG0081,107,6.86,6.76,8,No,5,5,0,No,554507.0234585505
CLG0040,81,7.61,7.24,5,Yes,6,6,0,No,534148.8581274514
CLG0084,121,5.27,4.85,1,No,8,6,5,No,465986.2509999114
CLG0002,123,8.57,8.67,2,Yes,3,10,2,Yes,675595.5391232424
CLG0061,113,7.72,7.41,5,No,8,9,2,Yes,581935.4232412092
CLG0021,88,9.14,8.7,9,No,0,7,0,No,605932.1303833037
CLG0012,95,6.36,6.76,10,No,8,6,5,No,539603.1596407063
CLG0077,102,9.52,9.55,8,No,7,10,0,No,693668.1835816739
CLG0065,89,9.99,9.62,10,No,1,7,0,No,654110.8561496849
CLG0082,125,9.6,9.15,8,No,6,3,1,No,720774.0089079189
CLG0078,102,8.89,8.51,9,Yes,6,2,2,No,654716.1449252839
CLG0095,59,9.06,9.03,2,Yes,1,10,3,Yes,565690.9845466269
CLG0088,105,7.87,8.04,7,No,7,7,2,No,613299.8089276293
CLG0012,94,5.95,6.09,10,Yes,5,3,0,No,511242.72411743755
CLG0052,98,8.39,8.03,5,Yes,5,4,3,No,590078.3860100119
CLG0089,94,8.56,8.69,3,Yes,10,2,5,No,617045.4557220439
CLG0100,112,9.93,9.83,10,No,4,5,5,Yes,703137.1789277453
CLG0014,116,7.71,7.67,8,No,10,5,3,No,622064.2775188887
CLG0018,104,6.36,6.66,2,No,7,10,3,No,544591.4755957584
CLG0024,94,8.42,8.25,4,Yes,9,10,2,Yes,626534.6165780495
CLG0026,99,9.9,9.55,5,Yes,8,1,0,No,677671.256407268
CLG0094,100,5.89,6.26,5,Yes,4,4,5,No,503190.27853215986
CLG0061,87,6.63,6.34,4,No,0,3,5,No,489932.1137234331
CLG0068,108,7.71,7.5,3,No,10,7,5,No,593533.2014999152
CLG0064,106,5.85,6.06,3,Yes,5,5,0,No,520117.06219943665
CLG0040,123,5.11,5.29,5,Yes,0,6,4,No,517323.8409745194
CLG0029,118,6.68,6.98,10,No,4,2,1,No,575091.6889512457
CLG0018,89,9.33,9.01,6,No,5,1,2,No,625213.6667275267
CLG0068,112,5.22,5.07,1,Yes,2,3,5,No,478919.50589092023
CLG0059,85,7.14,6.77,4,No,0,10,4,No,517880.73808855796
CLG0097,110,8.81,8.85,10,No,1,3,4,No,654792.2861642019
CLG0056,92,9.77,9.56,10,Yes,10,10,5,Yes,648319.3961204643
CLG0066,84,9.93,10.12,6,No,2,7,4,No,670320.6940589594
CLG0012,104,7.11,6.61,2,Yes,2,7,2,No,530320.5180699526
CLG0022,59,9.75,9.31,10,Yes,1,10,1,No,579070.329436372
CLG0062,73,5.18,5.11,5,Yes,5,6,3,No,389331.1163535486
CLG0026,97,8.73,9.19,9,No,6,4,1,No,657338.8454055543
CLG0014,101,8.21,8.6,3,No,4,8,1,No,630095.3346085844
CLG0009,94,6.25,6.74,3,No,6,10,5,No,527199.2112222983
CLG0074,76,7.54,7.46,9,No,2,2,5,No,502841.0051508526
CLG0007,87,5.65,5.2,3,Yes,10,7,0,No,440270.074598938
CLG0047,105,9.36,9.17,4,No,4,1,4,No,663438.8236204645
CLG0058,108,6.79,6.97,9,Yes,2,8,4,No,574319.335842317
CLG0020,99,8.13,7.77,4,Yes,3,5,3,No,589533.6764045632
CLG0079,117,5.79,5.59,5,No,5,6,0,No,500439.2893307985
CLG0056,105,6.03,5.59,2,No,3,6,3,No,493864.676417011
CLG0043,88,9.96,9.93,8,No,3,1,5,No,673902.9771099619
CLG0098,95,8.77,8.48,9,No,6,7,2,No,617949.3110912804
CLG0060,78,9.81,9.4,10,No,5,3,0,No,642098.9572915734
CLG0052,98,6.48,6.39,4,No,0,2,4,No,508735.75654464524
CLG0088,116,5.82,5.67,3,No,7,7,3,No,517729.31958459865
CLG0066,110,7.52,7.56,4,Yes,0,10,0,No,569304.7800994734
CLG0020,121,7.47,7.72,7,No,8,9,0,No,635055.8897556902
CLG0013,95,5.87,5.48,1,Yes,3,4,1,No,455318.9040482591
CLG0025,120,8.67,8.96,2,No,6,7,0,No,688034.246319943
CLG0036,97,6.81,6.34,10,Yes,4,5,0,No,488671.14902280114
CLG0003,122,5.93,5.87,5,Yes,9,10,4,Yes,556382.0614979311
CLG0047,99,6.66,6.75,9,No,2,10,2,No,533498.2894905576
CLG0012,110,7.82,8.28,6,Yes,7,7,3,No,629660.1427051415
CLG0060,122,8.63,8.7,3,Yes,9,1,2,Yes,673422.6837388927
CLG0097,97,7.41,7.07,3,Yes,1,10,0,No,551562.2720368591
CLG0028,103,7.63,7.65,7,No,10,9,4,No,575321.8720169339
CLG0075,119,5.69,5.59,3,Yes,9,6,4,No,516963.4893406534
CLG0081,98,9.57,9.55,10,Yes,2,8,4,Yes,658832.0451290654
CLG0014,80,9.64,9.34,3,No,4,9,4,Yes,642038.5632494654
CLG0031,132,8.42,8.42,10,No,4,1,1,No,691097.9713368445
CLG0069,92,5.09,4.74,7,No,4,5,0,No,420104.72421783226
CLG0066,102,7.69,7.93,9,No,6,7,1,No,604947.8572358915
CLG0060,117,8.15,8.24,9,Yes,7,8,1,Yes,647389.2850596778
CLG0077,90,9.97,9.55,3,No,7,3,0,No,649401.4235260463
CLG0020,84,9.98,10.37,8,No,10,8,4,Yes,693223.323332177
CLG0011,103,9.29,9.41,1,No,2,5,3,No,688095.8268133887
CLG0078,73,5.32,5.14,8,Yes,7,1,4,No,368530.4664965748
CLG0004,95,9.77,9.32,2,No,9,4,4,No,672988.5617425282
CLG0052,103,8.06,8.19,4,No,1,2,1,No,612133.1737974987
CLG0047,95,9.0,8.87,7,No,3,5,2,No,628790.2577564873
CLG0067,76,7.04,7.45,6,Yes,1,4,4,No,527049.272707575
CLG0011,123,6.6,6.13,9,Yes,4,2,0,No,530731.5232521071
CLG0050,101,7.32,6.86,8,No,2,7,0,No,549311.7824368054
CLG0089,121,5.73,6.18,2,Yes,9,2,0,No,542792.6587762145
CLG0023,96,6.79,7.25,4,No,9,2,1,No,536186.0339672115
CLG0081,86,9.29,8.82,1,Yes,10,4,3,No,618360.2966115247
CLG0062,104,5.19,5.41,7,Yes,2,5,3,No,459416.1294535631
CLG0053,96,5.75,5.47,4,No,4,10,3,No,466507.3919422883
CLG0095,82,5.63,5.83,8,No,3,3,4,No,447441.6091086641
CLG0014,122,7.02,7.39,2,No,5,9,4,Yes,607909.3244721268
CLG0047,90,9.98,9.58,8,Yes,4,10,2,Yes,638713.7128000023
CLG0018,72,5.87,5.61,2,No,9,6,2,No,411902.89171461214
CLG0067,119,5.73,5.25,8,Yes,4,8,2,Yes,495356.7116090616
CLG0099,92,9.58,9.12,1,No,2,5,1,No,660950.6983616111
CLG0083,90,9.41,8.94,2,Yes,3,8,3,Yes,636718.3765795078
CLG0023,73,5.16,5.46,5,No,2,10,4,No,410349.71264436207
CLG0095,126,8.76,8.56,1,No,2,6,2,Yes,700868.0013099866
CLG0060,80,8.28,8.27,5,No,9,7,1,No,574713.2297244321
CLG0059,100,8.84,9.13,5,No,8,2,5,No,661927.1619178054
CLG0088,113,7.47,7.46,7,No,9,6,2,No,610585.3504393944
CLG0050,106,9.96,9.89,2,Yes,5,5,4,No,724762.3562270801
CLG0061,99,5.22,4.73,2,Yes,9,8,2,No,425230.70381282776
CLG0017,74,6.17,6.24,6,Yes,1,5,1,No,471807.63251284463
CLG0054,87,6.98,6.6,10,No,0,7,5,No,513944.85175398504
CLG0091,102,7.25,7.51,3,Yes,2,4,5,No,582162.0494983136
CLG0009,88,9.61,9.37,8,Yes,2,2,1,No,644369.9129849228
CLG0032,103,7.8,7.97,3,No,3,3,2,No,601065.24573871
CLG0078,110,5.23,5.38,10,Yes,3,10,4,No,468055.0157905676
CLG0022,114,7.04,7.16,4,No,4,4,1,No,593013.0987008502
CLG0040,81,7.08,6.85,7,No,3,3,3,No,492060.8052090622
CLG0078,132,9.83,9.6,1,Yes,1,7,1,No,746554.0190095893
CLG0052,111,8.0,8.36,1,No,10,5,0,No,641226.4708377839
CLG0078,99,8.18,7.69,9,No,0,3,2,No,584796.4404634207
CLG0028,116,8.57,8.25,6,No,9,3,3,Yes,656192.8579042077
CLG0044,135,8.85,8.96,5,No,6,9,4,Yes,703100.0107094314
CLG0054,78,8.18,8.5,2,Yes,8,9,3,Yes,574084.2157891511
CLG0097,96,6.19,6.05,2,Yes,8,5,5,No,497083.16488567536
CLG0048,64,9.37,9.52,7,No,10,2,5,No,609904.7238718575
CLG0022,102,8.66,8.72,6,No,0,10,1,No,645948.9452416617
CLG0035,105,8.71,8.27,8,Yes,8,5,1,No,616412.1688111674
CLG0045,99,9.98,10.1,3,No,0,4,0,No,715662.6141206173
CLG0028,90,9.01,9.32,3,No,0,6,5,No,640360.1512246935
CLG0067,69,9.15,9.64,5,No,1,10,3,Yes,610583.227009486
CLG0086,105,9.76,9.29,10,Yes,9,6,1,No,670202.4688076833
CLG0038,121,5.76,5.92,4,Yes,10,6,4,No,525475.449570621
CLG0053,91,7.49,7.4,8,No,10,7,4,No,551431.1260231636
CLG0087,106,7.9,7.41,6,No,5,2,5,No,600014.2138520634
CLG0006,76,6.65,6.76,8,No,8,4,3,No,503670.539333826
CLG0014,106,9.2,8.82,7,No,4,9,3,Yes,654293.2021035594
CLG0086,94,8.81,8.69,2,No,8,5,0,No,628737.3007797203
CLG0036,88,8.6,8.36,9,No,8,1,3,No,590354.3021692508
CLG0084,88,9.99,9.85,6,Yes,7,6,4,No,664806.2393543139
CLG0051,94,6.3,6.29,6,No,10,5,3,No,509236.96986265795
CLG0087,105,8.68,8.54,2,No,6,2,1,No,643438.0807971017
CLG0077,80,7.76,7.81,9,No,2,3,1,No,530616.9130744275
CLG0044,94,6.56,6.3,1,Yes,9,3,5,No,496192.41719761706
CLG0045,99,5.8,5.94,6,No,2,7,5,No,495313.2778449249
CLG0073,83,9.48,9.83,8,No,3,5,3,No,659025.6298859104
CLG0041,126,7.98,7.7,2,No,8,9,2,Yes,625408.6314951071
CLG0006,87,9.12,9.13,3,No,2,1,3,No,632865.9905228731
CLG0092,89,7.73,7.88,10,Yes,7,3,0,No,574430.1282982592
CLG0007,85,6.1,6.16,10,No,7,10,4,No,458086.39202451374
CLG0083,126,6.69,6.56,7,No,5,8,4,Yes,582466.1976773925
CLG0095,108,6.91,7.05,1,No,1,3,3,No,571430.0017091946
CLG0099,85,9.86,9.39,5,No,5,3,2,No,653553.9501524706
CLG0093,116,5.03,4.9,6,Yes,3,8,4,Yes,473182.81282843696
CLG0047,103,9.93,9.96,10,Yes,6,10,2,Yes,711781.7468656905
CLG0033,103,9.9,9.42,7,Yes,10,3,4,No,674154.2721119468
CLG0022,94,9.98,9.99,10,No,0,2,1,No,691476.5608974108
CLG0067,88,7.38,7.53,10,No,2,3,0,No,533617.1003128367
CLG0077,105,9.82,10.08,7,Yes,7,2,4,No,710911.9779967887
CLG0013,91,6.98,6.59,3,Yes,0,8,3,No,514627.59038960456
CLG0056,127,5.13,5.62,7,Yes,9,5,1,No,521873.15740456537
CLG0077,80,6.12,6.23,1,No,2,3,2,No,459326.6770695403
CLG0012,123,9.73,9.59,4,Yes,2,8,0,Yes,743774.670938965
CLG0005,98,5.07,4.82,7,Yes,7,8,2,No,429842.0681342829
CLG0077,104,7.73,7.8,7,No,0,4,2,No,594012.2531691687
CLG0055,112,5.38,5.76,4,No,9,9,4,Yes,506498.8704456499
CLG0076,90,6.43,6.45,1,No,4,1,1,No,503941.63591170206
CLG0074,112,5.44,5.6,8,No,6,7,0,No,519501.99991773855
CLG0015,59,9.3,9.16,4,No,3,5,1,No,562063.5463781304
CLG0066,89,7.96,7.85,2,Yes,9,7,1,No,558483.479529819
CLG0038,86,9.51,9.3,4,No,2,10,5,Yes,639903.6771725279
CLG0080,81,8.44,8.65,8,No,9,8,4,Yes,599352.334075522
CLG0097,96,9.86,9.72,8,No,5,3,2,No,676757.7300892564
CLG0098,105,7.55,7.24,5,Yes,4,3,1,No,568706.5547344604
CLG0055,110,8.19,8.06,2,Yes,1,1,2,No,637236.5052211705
CLG0089,103,7.88,8.23,7,No,5,5,1,No,635895.638040635
CLG0055,90,7.42,7.66,3,Yes,10,8,0,No,555999.7945539256
CLG0047,105,9.23,9.06,6,No,2,1,3,No,669922.855039384
CLG0090,101,8.22,8.63,9,Yes,8,2,3,No,636909.1631576106
CLG0014,114,9.01,8.58,5,No,2,2,3,Yes,667891.3926889288
CLG0015,111,8.93,8.48,9,No,8,10,4,Yes,639031.2545812009
CLG0035,100,5.96,5.59,4,No,5,2,4,No,474283.84603265143
CLG0031,86,8.25,7.87,9,No,7,5,2,No,563036.8190048216
CLG0034,90,6.0,5.59,1,No,8,10,4,No,453385.2371616368
CLG0073,91,7.92,8.08,4,Yes,7,7,3,No,587897.5248554249
CLG0007,95,8.39,8.49,1,Yes,10,3,4,No,603778.2454314864
CLG0038,104,9.99,10.14,9,Yes,1,1,3,No,718979.7228956224
CLG0001,110,5.15,5.34,8,No,2,9,1,No,491409.4081414855
CLG0087,99,5.46,5.72,8,No,7,9,5,No,481310.57486759
CLG0014,100,5.39,5.1,7,Yes,4,4,3,No,444037.3718979821
CLG0025,102,6.99,7.11,9,No,9,5,3,No,548728.077211924
CLG0008,92,9.11,9.19,3,No,3,4,0,No,640193.064504936
CLG0040,86,9.22,9.66,7,Yes,5,8,5,Yes,659472.4828543544
CLG0006,73,8.68,8.41,6,Yes,5,1,0,No,575496.5727393345
CLG0079,89,9.48,9.04,5,Yes,6,4,0,No,629994.5769046503
CLG0020,107,6.61,6.76,9,No,4,4,0,No,549555.0511223495
CLG0081,89,5.44,5.68,4,No,0,3,3,No,460509.59614657675
CLG0096,96,5.29,5.07,3,Yes,7,4,2,No,438659.23963522736
CLG0059,106,9.26,9.33,3,No,0,7,0,No,657674.9126630118
CLG0006,107,8.65,8.21,2,No,3,5,4,No,621874.4398988326
CLG0039,83,8.49,8.95,1,No,2,3,4,No,632559.294683281
CLG0092,114,6.7,6.31,3,Yes,2,6,4,No,544307.2251396911
CLG0010,116,6.9,6.47,8,No,5,10,3,Yes,533924.5132511338
CLG0009,83,9.79,9.33,6,Yes,7,9,1,No,629287.3497922865
CLG0034,87,5.32,5.25,2,No,4,3,5,No,447598.8174847596
CLG0077,117,8.87,8.47,8,No,5,2,5,Yes,656168.1265133184
CLG0055,97,6.55,6.79,5,Yes,5,9,1,No,527020.8747157267
CLG0075,66,5.2,5.6,4,No,0,5,0,No,419134.1946808328
CLG0075,79,8.71,8.47,1,No,6,10,4,Yes,590713.8009355341
CLG0094,96,6.65,6.78,1,No,0,5,5,No,524558.853327792
CLG0092,82,8.61,8.15,4,No,6,7,0,No,578542.5644697298
CLG0087,93,8.54,8.43,9,No,7,2,3,No,620284.0640230364
CLG0061,100,7.67,7.46,10,No,3,10,4,No,592841.2560447117
CLG0059,121,8.89,8.62,10,Yes,7,5,0,No,671059.1929636712
CLG0079,95,7.91,8.05,6,No,5,8,2,Yes,588609.635802495
CLG0011,116,6.43,6.06,1,No,5,8,3,Yes,533938.860035736
CLG0013,121,8.67,9.03,8,No,10,10,5,Yes,703987.5200680083
CLG0062,121,7.95,8.11,9,Yes,10,7,5,Yes,648267.7589873982
CLG0092,104,5.06,5.27,2,No,8,5,3,No,466261.8109132836
CLG0071,70,9.51,9.95,6,No,5,4,3,No,638479.0209286374
CLG0095,106,7.73,8.17,7,No,10,2,2,No,614234.0677665239
CLG0022,115,9.34,9.39,1,No,4,2,5,Yes,701159.4598532139
CLG0038,98,9.41,9.41,5,Yes,9,3,1,No,672130.1399133414
CLG0014,126,7.22,7.06,5,Yes,9,3,5,No,597411.6341415467
CLG0006,112,7.54,7.76,3,No,5,7,1,No,614034.8090075029
CLG0031,108,7.08,7.12,2,Yes,7,6,2,No,577241.2792166924
CLG0051,116,7.25,7.68,1,No,8,1,5,No,618692.5439469487
CLG0003,105,9.48,9.22,6,No,9,6,1,No,676789.2946416294
CLG0017,62,8.94,8.75,7,No,9,5,2,No,575835.5968032136
CLG0020,92,5.63,5.45,2,No,10,6,0,No,453467.4703203506
CLG0007,117,8.05,8.36,2,No,7,8,2,Yes,675372.1818754761
CLG0017,87,9.98,9.58,5,Yes,7,1,1,No,656070.0759653379
CLG0058,96,7.98,7.94,5,Yes,6,6,2,No,594352.1720959865
CLG0090,84,8.93,8.86,3,No,0,4,2,No,633123.8953773293
CLG0027,126,8.85,8.42,3,No,3,9,4,Yes,678080.9296655707
CLG0013,125,6.75,6.66,1,No,3,10,2,Yes,596379.841940926
CLG0005,86,6.86,6.87,3,No,2,8,1,No,519770.8179770872
CLG0065,102,8.62,8.19,9,No,3,7,3,No,613843.7437303427
CLG0017,89,7.5,7.51,2,No,1,3,0,No,546616.8997843814
CLG0037,109,7.85,8.31,1,Yes,2,9,2,Yes,628280.8551660626
CLG0016,107,8.56,9.04,9,No,2,3,1,No,654010.6275978765
CLG0018,112,8.89,8.92,5,Yes,9,6,5,Yes,662470.3424788534
CLG0092,104,6.36,6.38,8,No,0,2,5,No,528295.2984913969
CLG0003,144,5.73,5.52,4,No,6,8,1,No,577742.259421559
CLG0018,84,6.46,6.96,8,Yes,3,1,4,No,515784.8086412923
CLG0041,74,7.54,7.31,5,No,7,1,5,No,526383.2026006355
CLG0094,94,6.71,6.66,6,No,8,8,1,No,519959.20267039794
CLG0096,76,7.84,7.34,6,No,1,9,3,No,531599.6684011183
CLG0078,77,5.27,5.12,6,Yes,1,10,1,No,416765.1629098791
CLG0017,84,7.55,7.12,2,No,1,9,3,No,520166.73285955295
CLG0083,86,6.84,7.08,10,No,7,8,5,No,527763.1988581112
CLG0061,85,7.67,7.73,10,Yes,1,10,0,No,570396.0357885344
CLG0047,107,7.11,7.18,9,Yes,5,8,2,No,575658.2429560339
CLG0072,92,6.42,6.21,7,No,4,4,0,No,484850.71470961324
CLG0068,97,9.52,9.83,3,Yes,9,8,2,Yes,681169.2073257049
CLG0024,113,5.92,5.42,2,No,8,7,5,No,491354.46737089084
CLG0093,88,8.41,8.24,4,No,1,9,0,No,587343.0406556583
CLG0047,96,9.62,9.78,8,Yes,0,10,3,Yes,675276.6538122196
CLG0056,105,7.69,8.1,9,No,1,8,2,Yes,623115.5315506645
CLG0075,70,9.38,9.11,10,No,9,10,2,Yes,608669.1385475227
CLG0076,64,5.62,5.66,2,Yes,4,2,0,No,415516.860817091
CLG0014,105,7.47,7.51,6,No,7,8,4,No,591280.8756284195
CLG0071,107,7.29,7.66,8,Yes,7,8,5,No,628078.3601210127
CLG0067,130,5.04,4.59,3,Yes,1,10,4,Yes,491899.43577291264
CLG0096,102,7.22,7.14,9,Yes,4,10,0,No,558537.8816112085
CLG0011,112,6.85,6.53,4,Yes,1,9,1,No,534632.5502594705
CLG0002,97,8.35,7.87,5,No,6,3,0,No,590584.423249417
CLG0017,104,9.69,9.34,7,No,9,8,5,Yes,677427.0122910736
CLG0042,125,5.43,5.91,5,Yes,7,8,3,Yes,545733.2433367552
CLG0058,68,6.64,6.35,4,Yes,4,10,3,No,460737.8292829101
CLG0023,106,7.22,7.66,4,No,10,4,1,No,590886.5508131299
CLG0033,132,7.28,6.99,5,Yes,0,5,5,No,613353.1459669335
CLG0086,104,8.87,9.3,3,Yes,6,2,4,No,670229.3766745001
CLG0045,124,7.22,7.37,9,No,2,6,3,No,598714.1261751357
CLG0078,90,5.14,4.75,2,No,1,10,5,No,414749.60350006993
CLG0049,99,8.55,8.63,7,No,5,9,3,Yes,635085.6997557754
CLG0020,100,9.42,9.24,4,Yes,1,3,2,No,664936.122491691
CLG0053,66,7.57,7.45,8,No,9,6,5,No,498848.69007308915
CLG0017,82,7.91,7.85,7,No,7,8,2,No,558935.0001146073
CLG0008,83,5.81,5.73,8,No,2,2,1,No,437587.93316771684
CLG0007,112,6.1,6.26,4,Yes,1,10,3,Yes,545168.6987651903
CLG0037,113,6.18,6.45,2,No,7,1,0,No,552647.5196915072
CLG0100,104,7.15,6.98,7,Yes,5,6,4,No,579175.6677320945
CLG0049,112,9.64,10.06,9,No,3,3,1,No,722821.9863612035
CLG0068,97,7.61,8.05,6,Yes,4,2,0,No,617361.8869405964
CLG0030,118,5.96,5.5,7,No,9,10,0,No,517350.1407625456
CLG0052,100,6.33,5.84,6,Yes,6,8,1,No,485671.48106766347
CLG0054,100,6.92,6.85,2,No,3,9,1,No,536563.8022033087
CLG0052,96,8.12,8.21,9,Yes,10,7,3,No,615968.2705199799
CLG0085,110,7.2,6.98,5,No,6,9,4,No,569559.4181840899
CLG0042,93,6.96,6.72,3,No,5,7,5,No,520419.38244864024
CLG0027,114,7.82,8.0,4,No,4,3,3,No,634361.0080069135
CLG0003,83,6.21,6.31,4,Yes,2,1,5,No,498392.86090364575
CLG0095,83,5.39,5.06,9,No,0,1,5,No,405043.6280148816
CLG0016,110,5.12,5.5,5,Yes,7,5,0,No,484994.47774717055
CLG0077,98,6.26,6.44,2,No,10,9,5,No,510174.3923374656
CLG0071,93,5.46,5.32,6,No,6,10,3,No,453224.6750281018
CLG0075,113,6.68,6.86,7,No,5,6,3,No,560469.2203617885
CLG0098,90,8.86,8.47,8,Yes,3,2,4,No,597554.5801881298
CLG0042,96,8.58,8.55,5,Yes,4,6,2,No,613671.9386111072
CLG0075,120,8.05,7.72,8,No,4,4,4,No,627506.4260960773
CLG0096,123,9.26,8.8,8,Yes,1,9,3,Yes,697413.5208424858
CLG0056,123,6.41,6.25,4,No,5,10,2,Yes,553300.9764289364
CLG0033,95,9.43,9.08,7,No,10,3,5,No,643090.9051808623
CLG0029,118,7.0,7.13,9,No,4,7,0,No,591113.6190073126
CLG0095,85,7.0,7.17,10,No,0,10,4,No,548315.6155783355
CLG0091,86,7.03,6.68,4,No,8,8,1,No,511331.4523959042
CLG0062,64,5.49,5.01,9,Yes,6,2,0,No,382212.4081230826
CLG0066,125,9.88,10.17,4,No,10,10,2,Yes,764666.2688186802
CLG0008,87,5.69,5.19,1,Yes,1,7,0,No,434293.7099581265
CLG0043,98,6.7,6.54,4,Yes,5,5,1,No,522526.1564345168
CLG0047,86,6.6,6.59,2,Yes,0,1,1,No,514133.4823101268
CLG0012,110,5.37,5.69,6,Yes,1,7,4,No,500803.39800788794
CLG0084,94,5.76,6.1,8,No,6,10,5,No,488704.6235601645
CLG0040,80,5.22,5.44,6,No,2,8,4,No,437323.78636010445
CLG0005,106,6.46,6.21,9,Yes,6,1,3,No,516111.65939278994
CLG0056,78,9.33,9.55,6,No,5,4,3,No,655723.2718381188
CLG0057,87,6.7,6.45,7,Yes,4,4,0,No,488600.2569802717
CLG0077,68,5.62,5.33,5,Yes,9,5,1,No,400402.2423532866
CLG0001,78,8.23,8.28,8,Yes,8,5,0,No,577981.2845229448
CLG0033,102,9.98,10.16,2,No,9,4,2,No,721706.4521370314
CLG0060,70,6.16,5.71,2,No,4,1,2,No,427043.54283191194
CLG0073,77,6.4,5.96,8,No,4,9,3,No,450473.0960635415
CLG0034,99,9.86,10.14,6,No,7,5,5,No,692547.7463931947
CLG0072,91,5.89,6.25,2,No,6,1,0,No,488694.8600251943
CLG0033,129,7.56,7.66,6,No,0,3,2,No,655911.8493362527
CLG0100,127,6.2,6.13,8,No,9,1,3,No,552380.7358535724
CLG0056,86,9.66,10.01,6,No,1,7,0,No,671728.868792445
CLG0076,108,9.91,10.14,9,No,3,10,1,No,725726.4337321802
CLG0100,111,9.07,9.15,6,Yes,8,10,2,Yes,685450.2186634222
CLG0083,91,6.57,6.39,3,Yes,6,10,5,No,495593.01265820576
CLG0021,77,7.02,6.72,9,No,1,7,2,No,485536.21076082916
CLG0097,99,6.21,6.13,10,Yes,10,6,1,No,505999.1806549064
CLG0068,97,9.45,9.24,5,No,7,9,3,Yes,646405.7140967558
CLG0004,93,9.57,9.41,6,No,0,7,2,No,663146.6860067149
CLG0049,106,7.09,7.11,4,No,7,5,1,No,577697.9223890624
CLG0011,88,8.28,7.95,3,Yes,4,7,3,No,575860.08205663
CLG0090,82,5.83,6.14,10,No,0,10,4,No,494757.1079128365
CLG0005,101,7.17,6.82,5,No,2,4,3,No,542284.9700686362
CLG0060,105,8.16,8.14,3,No,10,10,2,Yes,615375.4688620977
CLG0030,82,6.93,7.18,2,No,6,9,3,No,531196.1243946006
CLG0066,113,6.79,6.78,6,No,6,6,5,No,564747.4558809338
CLG0088,73,5.0,4.86,8,No,7,4,2,No,392628.47514360043
CLG0016,91,9.02,8.99,3,Yes,10,5,3,No,619597.0444099678
CLG0082,96,9.45,9.8,6,Yes,10,8,4,Yes,684186.2390512782
CLG0076,90,9.85,10.34,9,No,3,7,3,No,701446.4104438766
CLG0090,91,8.6,8.73,1,Yes,5,6,4,No,612722.3245241265
CLG0012,128,7.74,8.03,3,No,6,2,2,Yes,652013.7623360024
CLG0026,87,6.35,5.86,2,No,7,3,3,No,465665.5176582072
CLG0068,136,10.0,10.38,8,Yes,2,1,1,No,779943.2870920218
CLG0027,106,7.95,8.4,9,Yes,4,3,5,No,617039.8079419306
CLG0053,101,8.41,8.49,10,No,7,2,4,No,626813.7080132314
